Бренд;Название;Цена после скидки;Цена до скидки;Рейтинг;Оценки;Артикул;Ссылка
Starfit;Гантель гексагональная обрезиненная 2 кг 2 шт не разборные;1673,0;5300,0;5,0;869;124159140;https://www.wildberries.ru/catalog/124159140/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантель виниловая;743,0;1485,0;5,0;131;163174150;https://www.wildberries.ru/catalog/163174150/detail.aspx?targetUrl=SP
Za-GYM;Гантели разборные и штанга в кейсе для спорта 20 кг;6121,0;20921,0;5,0;751;239986900;https://www.wildberries.ru/catalog/239986900/detail.aspx?targetUrl=SP
Atletika24;Гантели неопреновые для фитнеса набор 2 шт по 2 кг;2037,0;3300,0;5,0;651;119208712;https://www.wildberries.ru/catalog/119208712/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели обливные с виниловым покрытием 1,0кг*2шт;755,0;1692,0;5,0;700;11736908;https://www.wildberries.ru/catalog/11736908/detail.aspx?targetUrl=SP
Colorfit;Гантели набор 2 шт по 1.4 кг;4560,0;8000,0;5,0;5;166904448;https://www.wildberries.ru/catalog/166904448/detail.aspx?targetUrl=SP
Summus;Гантели обрезиненные гексогональные для фитнеса 4 кг;2082,0;4161,0;5,0;5127;325792161;https://www.wildberries.ru/catalog/325792161/detail.aspx?targetUrl=SP
BORABO;Гантель разборная 14 кг оцинкованная, 1 шт;5643,0;9429,0;5,0;252;39409960;https://www.wildberries.ru/catalog/39409960/detail.aspx?targetUrl=SP
Starfit;Гантель обрезиненная гексагональная 12 кг 1шт не разборная;4336,0;15222,0;5,0;278;12586008;https://www.wildberries.ru/catalog/12586008/detail.aspx?targetUrl=SP
BORABO;Гантель разборная 20 кг оцинкованная;5584,0;10886,0;5,0;252;40949386;https://www.wildberries.ru/catalog/40949386/detail.aspx?targetUrl=SP
BORABO;Гантель разборная 22 кг оцинкованная, 1 шт;6305,0;11249,0;5,0;252;40947207;https://www.wildberries.ru/catalog/40947207/detail.aspx?targetUrl=SP
Gravity;Виниловые гантели, 3 кг, пара, сиреневый;1173,0;2205,0;5,0;158;150784693;https://www.wildberries.ru/catalog/150784693/detail.aspx?targetUrl=SP
Kari;Гантели 2 х 1,5 кг;1231,0;3198,0;5,0;475;163510450;https://www.wildberries.ru/catalog/163510450/detail.aspx?targetUrl=SP
INDIGO Sport;Гантель литая обрезиненная 8 кг;3111,0;6216,0;5,0;148;11226172;https://www.wildberries.ru/catalog/11226172/detail.aspx?targetUrl=SP
Gravity;Виниловые гантели, круглые, 2 кг, пара;673,0;1688,0;5,0;337;150782589;https://www.wildberries.ru/catalog/150782589/detail.aspx?targetUrl=SP
ALPIN;Гантели разборные 20 кг хромированные;7281,0;7055,0;5,0;8;205516763;https://www.wildberries.ru/catalog/205516763/detail.aspx?targetUrl=SP
Hawk;Гантель виниловая 1 кг;613,0;937,0;5,0;32;196459167;https://www.wildberries.ru/catalog/196459167/detail.aspx?targetUrl=SP
Kari;Гантели 2 x 1 кг;923,0;2398,0;5,0;475;163510575;https://www.wildberries.ru/catalog/163510575/detail.aspx?targetUrl=SP
BRADEX;Гантель 4 кг для фитнеса обрезиненная виниловая;1443,0;3038,0;5,0;188;11788710;https://www.wildberries.ru/catalog/11788710/detail.aspx?targetUrl=SP
Barbell Atlet;Гантель разборная Атлет 16,7 кг;4219,0;8076,0;5,0;722;223643044;https://www.wildberries.ru/catalog/223643044/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 20 кг 1 шт;6070,0;6390,0;5,0;243;219373420;https://www.wildberries.ru/catalog/219373420/detail.aspx?targetUrl=SP
EasyFitness;Гантели разборные 24 кг восьмиугольные;3826,0;7000,0;5,0;128;299447099;https://www.wildberries.ru/catalog/299447099/detail.aspx?targetUrl=SP
IRON PEOPLE;Гантель хромированная 7 кг;2607,0;6100,0;5,0;23;209054302;https://www.wildberries.ru/catalog/209054302/detail.aspx?targetUrl=SP
Genau;Гантели разборные 1,5-5 кг женские;7990,0;13567,0;5,0;5;300136907;https://www.wildberries.ru/catalog/300136907/detail.aspx?targetUrl=SP
Barbell Atlet;Гантель разборная 11.5 кг;5928,0;6240,0;5,0;971;15378906;https://www.wildberries.ru/catalog/15378906/detail.aspx?targetUrl=SP
Антат;Гантель разборная 9 кг;3676,0;3870,0;5,0;13;15378930;https://www.wildberries.ru/catalog/15378930/detail.aspx?targetUrl=SP
U-turn;Гантели разборные хромированные 15 кг, в кейсе. 12 дисков;4603,0;8665,0;5,0;946;325078093;https://www.wildberries.ru/catalog/325078093/detail.aspx?targetUrl=SP
Hurricane;Гантель для спорта и фитнеса гексагональная 20 кг;6526,0;13740,0;5,0;192;317742057;https://www.wildberries.ru/catalog/317742057/detail.aspx?targetUrl=SP
Euro-Classic;Гантель 6 кг разборная сборная для фитнеса;731,0;950,0;5,0;2909;92670780;https://www.wildberries.ru/catalog/92670780/detail.aspx?targetUrl=SP
PROFI-FIT;Гантели гексагональные 2 шт по 7 кг;8968,0;24844,0;5,0;231;132275210;https://www.wildberries.ru/catalog/132275210/detail.aspx?targetUrl=SP
Sport goods;Гантели стальные 15кг +штанга;5415,0;15000,0;5,0;26;164396478;https://www.wildberries.ru/catalog/164396478/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантель неопреновая, 2 кг;742,0;1556,0;5,0;53;265414318;https://www.wildberries.ru/catalog/265414318/detail.aspx?targetUrl=SP
Barbell Atlet;Гантель разборная 19,2 кг;5511,0;11603,0;5,0;722;223648592;https://www.wildberries.ru/catalog/223648592/detail.aspx?targetUrl=SP
Gravity;Пара обрезиненных гексагональных гантелей;4678,0;10126,0;5,0;33;119381010;https://www.wildberries.ru/catalog/119381010/detail.aspx?targetUrl=SP
TORRES;Гантель неопреновая 5 кг арт.PL55015;2684,0;3532,0;5,0;2982;18981709;https://www.wildberries.ru/catalog/18981709/detail.aspx?targetUrl=SP
Atletika24;Гантель обрезиненная гексагональная 3 кг;1358,0;2200,0;5,0;27;258337579;https://www.wildberries.ru/catalog/258337579/detail.aspx?targetUrl=SP
Atletika24;Гантель обрезиненная гексагональная 6 кг;2346,0;3800,0;5,0;27;258337582;https://www.wildberries.ru/catalog/258337582/detail.aspx?targetUrl=SP
Atletika24;Гантель обрезиненная гексагональная 17,5 кг;7410,0;12000,0;5,0;27;258337575;https://www.wildberries.ru/catalog/258337575/detail.aspx?targetUrl=SP
Atletika24;Гантели разборные чугунные набор 15 кг (2 шт по 7,5 кг);5871,0;12500,0;5,0;4;335512237;https://www.wildberries.ru/catalog/335512237/detail.aspx?targetUrl=SP
Za-GYM;Гантели разборные со штангой 25 кг;2806,0;3645,0;5,0;2497;263764771;https://www.wildberries.ru/catalog/263764771/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели обливные с виниловым покрытием 1,0кг*2шт;716,0;1692,0;5,0;700;13396802;https://www.wildberries.ru/catalog/13396802/detail.aspx?targetUrl=SP
ZSO;Гантель гексагональная обрезиненная, 10 кг;3952,0;5200,0;5,0;2;266658067;https://www.wildberries.ru/catalog/266658067/detail.aspx?targetUrl=SP
ZSO;Гантель гексагональная обрезиненная, 7 кг;2736,0;3600,0;5,0;2;266658064;https://www.wildberries.ru/catalog/266658064/detail.aspx?targetUrl=SP
Body Form;Гантель неопреновая 1 кг. (1 шт);685,0;1000,0;5,0;32;29329745;https://www.wildberries.ru/catalog/29329745/detail.aspx?targetUrl=SP
СпортЛидер;Гантель неопреновая матовая 2,5 кг красный цвет;1064,0;1400,0;5,0;5;262762795;https://www.wildberries.ru/catalog/262762795/detail.aspx?targetUrl=SP
Hawk;Гантель виниловая 3 кг;1242,0;1521,0;5,0;32;196459171;https://www.wildberries.ru/catalog/196459171/detail.aspx?targetUrl=SP
BORABO;Гантель разборная обрезиненная 9,5 кг;3566,0;6154,0;5,0;63;39352369;https://www.wildberries.ru/catalog/39352369/detail.aspx?targetUrl=SP
rooSport;Гантели виниловые 0,5 кг 2 шт для фитнеса и спорта;510,0;867,0;5,0;606;211789677;https://www.wildberries.ru/catalog/211789677/detail.aspx?targetUrl=SP
MAXISCOO FIT;Гантель неопреновая, 3 кг;1086,0;1144,0;5,0;67;224922483;https://www.wildberries.ru/catalog/224922483/detail.aspx?targetUrl=SP
Атлант;Гантель хромистая цельнометаллическая 12 кг;3282,0;5016,0;5,0;1;11602618;https://www.wildberries.ru/catalog/11602618/detail.aspx?targetUrl=SP
Virtey;Гантели для спорта и фитнеса 3 кг 2шт;2277,0;4133,0;5,0;313;145171013;https://www.wildberries.ru/catalog/145171013/detail.aspx?targetUrl=SP
Sportcom;Гантель 5 кг сборная . 2 шт;3270,0;4303,0;5,0;30;236422518;https://www.wildberries.ru/catalog/236422518/detail.aspx?targetUrl=SP
TORRES;Гантель (1шт) 3 кг неопреновая PL50013;1628,0;2143,0;5,0;2982;19434530;https://www.wildberries.ru/catalog/19434530/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт по 1 кг;659,0;1338,0;4,9;8192;142213404;https://www.wildberries.ru/catalog/142213404/detail.aspx?targetUrl=SP
Starfit;Гантели для спорта и фитнеса 0,5 кг;435,0;2696,0;4,9;12360;245067703;https://www.wildberries.ru/catalog/245067703/detail.aspx?targetUrl=SP
Starfit;Гантели для спорта и фитнеса 2 кг;1134,0;4335,0;4,9;12360;202832443;https://www.wildberries.ru/catalog/202832443/detail.aspx?targetUrl=SP
AbcAge;Гантели разборные металлические 15 кг в кейсе;3928,0;34013,0;4,9;1127;233119936;https://www.wildberries.ru/catalog/233119936/detail.aspx?targetUrl=SP
PROIRON;Гантели 3кг 2 шт неопреновые для фитнеса;1831,0;3900,0;4,9;673;201962117;https://www.wildberries.ru/catalog/201962117/detail.aspx?targetUrl=SP
Starfit;Гантели для спорта и фитнеса 2 кг;1486,0;4107,0;4,9;5637;137565079;https://www.wildberries.ru/catalog/137565079/detail.aspx?targetUrl=SP
AbcAge;Гантели разборные со штангой 10 кг для спорта;1326,0;14358,0;4,9;2922;215604649;https://www.wildberries.ru/catalog/215604649/detail.aspx?targetUrl=SP
Starfit;Гантели для спорта и фитнеса 0,5 кг;384,0;1468,0;4,9;5637;138913602;https://www.wildberries.ru/catalog/138913602/detail.aspx?targetUrl=SP
IRON PEOPLE;Гантель неопреновая 1 кг;405,0;1000,0;4,9;379;260835269;https://www.wildberries.ru/catalog/260835269/detail.aspx?targetUrl=SP
Starfit;Гантели для спорта и фитнеса 2 кг;1662,0;8996,0;4,9;3033;100538207;https://www.wildberries.ru/catalog/100538207/detail.aspx?targetUrl=SP
Starfit;Гантели для спорта и фитнеса 1 кг;786,0;2618,0;4,9;4957;106696513;https://www.wildberries.ru/catalog/106696513/detail.aspx?targetUrl=SP
Euro classic;Гантели 5 кг 2 штуки, общий вес 10 кг;1001,0;1300,0;4,9;28214;164085399;https://www.wildberries.ru/catalog/164085399/detail.aspx?targetUrl=SP
Euro classic;Гантели 1 кг для фитнеса 2 шт общий вес 2 кг;446,0;580,0;4,9;28214;164085393;https://www.wildberries.ru/catalog/164085393/detail.aspx?targetUrl=SP
Euro classic;Гантели 3 кг 2 шт, общий вес набора 6 кг;762,0;990,0;4,9;28214;264784206;https://www.wildberries.ru/catalog/264784206/detail.aspx?targetUrl=SP
Kettler;Гантель;4927,0;6399,0;4,9;37;151877140;https://www.wildberries.ru/catalog/151877140/detail.aspx?targetUrl=SP
Euro classic;Гантели 1 кг 2 штуки, общий вес 2 кг;708,0;920,0;4,9;28214;76475917;https://www.wildberries.ru/catalog/76475917/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные с грифом набор 10 кг 2шт по 5 кг;2495,0;4322,0;4,9;23;202998355;https://www.wildberries.ru/catalog/202998355/detail.aspx?targetUrl=SP
ProRun;Набор гантелей виниловых разборных 15 кг со штангой;2017,0;3590,0;4,9;2434;160453620;https://www.wildberries.ru/catalog/160453620/detail.aspx?targetUrl=SP
UP&UP;Гантели 1 кг 2 шт, общий вес набора 2 кг;462,0;600,0;4,9;137;275508861;https://www.wildberries.ru/catalog/275508861/detail.aspx?targetUrl=SP
UP&UP;Гантели 1.5кг 2 шт, общий вес набора 3 кг;539,0;700,0;4,9;137;275605406;https://www.wildberries.ru/catalog/275605406/detail.aspx?targetUrl=SP
PROFI-FIT;Гантели гексагональные 2 шт по 1 кг;1230,0;3897,0;4,9;231;132275212;https://www.wildberries.ru/catalog/132275212/detail.aspx?targetUrl=SP
Euro classic;Гантели 3 кг чугунные 2 штуки общий вес 6 кг;2079,0;2700,0;4,9;28214;76581363;https://www.wildberries.ru/catalog/76581363/detail.aspx?targetUrl=SP
Euro classic;Гантели 5 кг 2 штуки, общий вес 10 кг;1001,0;1300,0;4,9;28214;74989322;https://www.wildberries.ru/catalog/74989322/detail.aspx?targetUrl=SP
Starfit;Гантели для спорта и фитнеса 1 кг;542,0;3525,0;4,9;5637;245078040;https://www.wildberries.ru/catalog/245078040/detail.aspx?targetUrl=SP
BODY BELLS;Гантели 3 кг для фитнеса детей 2 шт;762,0;990,0;4,9;2949;179440243;https://www.wildberries.ru/catalog/179440243/detail.aspx?targetUrl=SP
Starfit;Гантели для спорта и фитнеса 1 кг;593,0;2488,0;4,9;5637;137565083;https://www.wildberries.ru/catalog/137565083/detail.aspx?targetUrl=SP
Kama;Гантели 1 кг, 2 шт;1381,0;4985,0;4,9;63;252661349;https://www.wildberries.ru/catalog/252661349/detail.aspx?targetUrl=SP
Euro classic;Гантели 2 кг в наборе 2 штуки;1386,0;1800,0;4,9;28214;69493972;https://www.wildberries.ru/catalog/69493972/detail.aspx?targetUrl=SP
STRONG BODY;Гантели неопреновые пара по 3 кг;2258,0;5535,0;4,9;295;156620286;https://www.wildberries.ru/catalog/156620286/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт по 2 кг;1213,0;2352,0;4,9;5297;142213409;https://www.wildberries.ru/catalog/142213409/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 2 кг 2 шт для фитнеса, детей, общий вес 4 кг;616,0;800,0;4,9;41729;164740021;https://www.wildberries.ru/catalog/164740021/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 1,5 кг 2 шт для фитнеса, детей, общий вес 3 кг;515,0;670,0;4,9;41729;91061266;https://www.wildberries.ru/catalog/91061266/detail.aspx?targetUrl=SP
ABICA;Гантели разборные с грифом набор 10 кг;1328,0;1725,0;4,9;11506;170727913;https://www.wildberries.ru/catalog/170727913/detail.aspx?targetUrl=SP
AbcAge;Гантели неразборные 1,5 кг;723,0;5875,0;4,9;1063;233113563;https://www.wildberries.ru/catalog/233113563/detail.aspx?targetUrl=SP
ProRun;Гантели виниловые 1 кг 2 шт набор для фитнеса;433,0;970,0;4,9;3169;13007855;https://www.wildberries.ru/catalog/13007855/detail.aspx?targetUrl=SP
Euro classic;Гантели 1,5 кг в наборе 2 штуки, общий вес 3 кг;1485,0;1650,0;4,9;28214;164085394;https://www.wildberries.ru/catalog/164085394/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 1 кг 2 шт для фитнеса, детей, общий вес 2 кг;438,0;570,0;4,9;41729;90697565;https://www.wildberries.ru/catalog/90697565/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 2 кг 2 шт для фитнеса, детей, общий вес 4 кг;616,0;800,0;4,9;41729;91061329;https://www.wildberries.ru/catalog/91061329/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт по 2 кг;1232,0;2502,0;4,9;5297;142213378;https://www.wildberries.ru/catalog/142213378/detail.aspx?targetUrl=SP
AbcAge;Гантели неразборные 1 кг;540,0;3695,0;4,9;1063;233113562;https://www.wildberries.ru/catalog/233113562/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 1 кг для фитнеса спорта детей 2 шт;446,0;580,0;4,9;41729;164740016;https://www.wildberries.ru/catalog/164740016/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели обливные с виниловым покрытием 0.5кг*2шт;482,0;846,0;4,9;700;11736906;https://www.wildberries.ru/catalog/11736906/detail.aspx?targetUrl=SP
PROIRON;Гантели 5 кг 2 шт обрезиненные для фитнеса;3367,0;5910,0;4,9;251;201962123;https://www.wildberries.ru/catalog/201962123/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые 2 шт. по 3 кг;1674,0;2938,0;4,9;5297;142213396;https://www.wildberries.ru/catalog/142213396/detail.aspx?targetUrl=SP
ABICA;Гантели разборные с грифом набор 15 кг;1593,0;2070,0;4,9;11506;170727915;https://www.wildberries.ru/catalog/170727915/detail.aspx?targetUrl=SP
BODY BELLS;Гантели 1 кг для фитнеса детей 2 шт;446,0;580,0;4,9;2949;241670971;https://www.wildberries.ru/catalog/241670971/detail.aspx?targetUrl=SP
MELA;Гантели для фитнеса 2 кг 2 шт;2550,0;7048,0;4,9;536;52423679;https://www.wildberries.ru/catalog/52423679/detail.aspx?targetUrl=SP
STRONG BODY;Гантели неопреновые пара по 5 кг;3289,0;9090,0;4,9;295;156619410;https://www.wildberries.ru/catalog/156619410/detail.aspx?targetUrl=SP
Starfit;Гантель для спорта и фитнеса виниловая 3 кг 1 шт;975,0;3960,0;4,9;727;138923360;https://www.wildberries.ru/catalog/138923360/detail.aspx?targetUrl=SP
MELA;Гантели для фитнеса 2 кг 2шт;3072,0;7980,0;4,9;536;197949783;https://www.wildberries.ru/catalog/197949783/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт. по 1 кг;638,0;1338,0;4,9;8192;142213406;https://www.wildberries.ru/catalog/142213406/detail.aspx?targetUrl=SP
AbcAge;Гантели неразборные 2 кг;918,0;8521,0;4,9;1063;233113564;https://www.wildberries.ru/catalog/233113564/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 3 кг для фитнеса 2 шт, общий вес 6 кг;770,0;1000,0;4,9;41729;164740023;https://www.wildberries.ru/catalog/164740023/detail.aspx?targetUrl=SP
Summus;Гантели обрезиненные для фитнеса 2 кг;1328,0;2270,0;4,9;5127;149519461;https://www.wildberries.ru/catalog/149519461/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 24 кг разборные сборные 2 шт по 12 кг;2310,0;3000,0;4,9;2909;273886204;https://www.wildberries.ru/catalog/273886204/detail.aspx?targetUrl=SP
OneFit;Гантели для фитнеса 2 кг 2 штуки;1200,0;2687,0;4,9;5297;142213366;https://www.wildberries.ru/catalog/142213366/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантель;245,0;570,0;4,9;154;105293191;https://www.wildberries.ru/catalog/105293191/detail.aspx?targetUrl=SP
PROIRON;Гантели 3кг 2 шт обрезиненные для фитнеса;2163,0;3797,0;4,9;251;201962124;https://www.wildberries.ru/catalog/201962124/detail.aspx?targetUrl=SP
Starfit;Гантели для спорта и фитнеса 4 кг;3491,0;8891,0;4,9;3033;106623082;https://www.wildberries.ru/catalog/106623082/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 3 кг для фитнеса спорта 2 шт;770,0;1000,0;4,9;41729;91061529;https://www.wildberries.ru/catalog/91061529/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 5 кг для фитнеса 2 шт, общий вес 10 кг;1001,0;1300,0;4,9;41729;164740007;https://www.wildberries.ru/catalog/164740007/detail.aspx?targetUrl=SP
Starfit;Гантели неопреновые для спорта и фитнеса 2,5 кг 1 шт;1163,0;6869,0;4,9;805;42488111;https://www.wildberries.ru/catalog/42488111/detail.aspx?targetUrl=SP
Summus;Гантели для фитнеса обрезиненные 1 кг;690,0;1547,0;4,9;10274;120729786;https://www.wildberries.ru/catalog/120729786/detail.aspx?targetUrl=SP
Euro classic;Гантели 1 кг 2 шт для фитнеса детей;438,0;570,0;4,9;28214;69483410;https://www.wildberries.ru/catalog/69483410/detail.aspx?targetUrl=SP
Euro-Classic;Гантель 24 кг разборная сборная;2310,0;3000,0;4,9;2909;228301569;https://www.wildberries.ru/catalog/228301569/detail.aspx?targetUrl=SP
MELA;Гантели для фитнеса 1 кг 2 шт;2148,0;5580,0;4,9;536;52555695;https://www.wildberries.ru/catalog/52555695/detail.aspx?targetUrl=SP
PROIRON;Гантели 10 кг 2 шт обрезиненные для фитнеса;6274,0;10186,0;4,9;251;201962127;https://www.wildberries.ru/catalog/201962127/detail.aspx?targetUrl=SP
Summus;Гантели для фитнеса обрезиненные 1,5 кг;929,0;1801,0;4,9;10274;120773119;https://www.wildberries.ru/catalog/120773119/detail.aspx?targetUrl=SP
Ametist;Набор гантелей разборных хромированных 20 кг;6207,0;10890,0;4,9;262;113110332;https://www.wildberries.ru/catalog/113110332/detail.aspx?targetUrl=SP
Kama;Гантели 2 кг, 2 шт;2074,0;7485,0;4,9;63;252661360;https://www.wildberries.ru/catalog/252661360/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 10 кг разборные сборные 1 шт;1001,0;1300,0;4,9;2909;146713792;https://www.wildberries.ru/catalog/146713792/detail.aspx?targetUrl=SP
Summus;Гантели неопреновые для фитнеса 2 шт по 1 кг;674,0;1510,0;4,9;10274;110451946;https://www.wildberries.ru/catalog/110451946/detail.aspx?targetUrl=SP
Applegate;Набор неопреновых гантелей Fitrix, 6кг;2221,0;12990,0;4,9;57;219664476;https://www.wildberries.ru/catalog/219664476/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт. по 1 кг;690,0;1338,0;4,9;8192;142213377;https://www.wildberries.ru/catalog/142213377/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 12 кг разборные сборные 1 шт;1155,0;1500,0;4,9;2909;146713711;https://www.wildberries.ru/catalog/146713711/detail.aspx?targetUrl=SP
OneFit;Гантели для фитнеса 1,5 кг 2 штуки;853,0;1847,0;4,9;2669;142213419;https://www.wildberries.ru/catalog/142213419/detail.aspx?targetUrl=SP
ABICA;Гантели разборные с грифом для штанги набор 15 кг;2117,0;2750,0;4,9;11506;170757100;https://www.wildberries.ru/catalog/170757100/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 10 кг для фитнеса 2 шт, общий вес 20 кг;2310,0;3000,0;4,9;41729;254078506;https://www.wildberries.ru/catalog/254078506/detail.aspx?targetUrl=SP
Profit-;Гантели разборные с соединительным грифом 20 кг;2328,0;6840,0;4,9;208;186878572;https://www.wildberries.ru/catalog/186878572/detail.aspx?targetUrl=SP
Summus;Гантели неопреновые 2 шт по 1,5 кг;946,0;2119,0;4,9;10274;33455118;https://www.wildberries.ru/catalog/33455118/detail.aspx?targetUrl=SP
Starfit;Гантель для спорта и фитнеса виниловая 2 кг 1 шт;948,0;2934,0;4,9;871;106738266;https://www.wildberries.ru/catalog/106738266/detail.aspx?targetUrl=SP
Summus;Гантели для фитнеса обрезиненные 1 кг;637,0;1428,0;4,9;10274;149035797;https://www.wildberries.ru/catalog/149035797/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт по 0,5 кг;498,0;966,0;4,9;8192;148300948;https://www.wildberries.ru/catalog/148300948/detail.aspx?targetUrl=SP
Summus;Гантели неопреновые для фитнеса 2 шт по 1 кг;674,0;1510,0;4,9;10274;114235726;https://www.wildberries.ru/catalog/114235726/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 6 кг разборные сборные 1 шт;770,0;1000,0;4,9;2909;146713770;https://www.wildberries.ru/catalog/146713770/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт по 2 кг;1290,0;2502,0;4,9;5297;142213413;https://www.wildberries.ru/catalog/142213413/detail.aspx?targetUrl=SP
OneFit;Гантели для фитнеса 1 кг 2 шт;591,0;1371,0;4,9;2669;142213370;https://www.wildberries.ru/catalog/142213370/detail.aspx?targetUrl=SP
;Гантели 1 кг для спорта и фитнеса;415,0;1200,0;4,9;35;239064130;https://www.wildberries.ru/catalog/239064130/detail.aspx?targetUrl=SP
KingFit;Гантели разборные набор 20 кг;2089,0;7537,0;4,9;1918;194840673;https://www.wildberries.ru/catalog/194840673/detail.aspx?targetUrl=SP
Summus;Гантели неопреновые для фитнеса 2 шт по 2 кг;1268,0;2458,0;4,9;5127;114236904;https://www.wildberries.ru/catalog/114236904/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт по 0,5 кг;490,0;966,0;4,9;8192;142213423;https://www.wildberries.ru/catalog/142213423/detail.aspx?targetUrl=SP
OneFit;Гантели для фитнеса 2 кг 2 штуки;1429,0;2771,0;4,9;5297;142213368;https://www.wildberries.ru/catalog/142213368/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт. по 1 кг;638,0;1338,0;4,9;8192;142213387;https://www.wildberries.ru/catalog/142213387/detail.aspx?targetUrl=SP
STRONG BODY;Гантели неопреновые пара по 4 кг;2811,0;7303,0;4,9;295;156618460;https://www.wildberries.ru/catalog/156618460/detail.aspx?targetUrl=SP
Summus;Гантели обрезиненные для фитнеса 2 кг;1239,0;2118,0;4,9;5127;66837669;https://www.wildberries.ru/catalog/66837669/detail.aspx?targetUrl=SP
Start Up;Гантели для спорта и фитнеса неопреновые 1,5 кг 2 шт;1036,0;1749,0;4,9;2366;198292751;https://www.wildberries.ru/catalog/198292751/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые 2 шт. по 3 кг;1823,0;2998,0;4,9;5297;142213385;https://www.wildberries.ru/catalog/142213385/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 15 кг разборные сборные 1 кг;1386,0;1800,0;4,9;2909;146713731;https://www.wildberries.ru/catalog/146713731/detail.aspx?targetUrl=SP
Euro classic;Гантели 4 кг 2 штуки для фитнеса;9900,0;11000,0;4,9;28214;164085398;https://www.wildberries.ru/catalog/164085398/detail.aspx?targetUrl=SP
OneFit;Гантели 1 кг неопреновые 2 шт. для фитнеса;649,0;1338,0;4,9;8192;142213391;https://www.wildberries.ru/catalog/142213391/detail.aspx?targetUrl=SP
PROFI-FIT;Гантели гексагональные 2 шт по 2 кг;2133,0;7106,0;4,9;231;132275213;https://www.wildberries.ru/catalog/132275213/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт по 1,5 кг;973,0;2179,0;4,9;8192;142213414;https://www.wildberries.ru/catalog/142213414/detail.aspx?targetUrl=SP
Summus;Гантели неопреновые для фитнеса 2 шт по 2 кг;1204,0;2335,0;4,9;5127;65073600;https://www.wildberries.ru/catalog/65073600/detail.aspx?targetUrl=SP
OneFit;Гантели пластиковые для фитнеса 1 кг 2 шт;428,0;870,0;4,9;8192;235480509;https://www.wildberries.ru/catalog/235480509/detail.aspx?targetUrl=SP
Summus;Гантели для фитнеса обрезиненные 1,5 кг;867,0;1681,0;4,9;10274;120773118;https://www.wildberries.ru/catalog/120773118/detail.aspx?targetUrl=SP
Starfit;Гантели для спорта и фитнеса 4 кг;2651,0;14350,0;4,9;12360;106696502;https://www.wildberries.ru/catalog/106696502/detail.aspx?targetUrl=SP
Euro-Classic;Гантель 20 кг разборная сборная;1694,0;2200,0;4,9;2909;153692246;https://www.wildberries.ru/catalog/153692246/detail.aspx?targetUrl=SP
PROIRON;Гантели разборные 10 кг 2 шт обрезиненные для фитнеса;6496,0;13393,0;4,9;78;201962108;https://www.wildberries.ru/catalog/201962108/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт по 2 кг;1337,0;2592,0;4,9;5297;142213379;https://www.wildberries.ru/catalog/142213379/detail.aspx?targetUrl=SP
Совтехстром;Гантели детские пластмассовые пустые 2 штуки;346,0;372,0;4,9;525;184026890;https://www.wildberries.ru/catalog/184026890/detail.aspx?targetUrl=SP
Euro-Classic;Гантель 10кг разборная сборная для фитнеса;985,0;1280,0;4,9;2909;92670763;https://www.wildberries.ru/catalog/92670763/detail.aspx?targetUrl=SP
