Бренд;Название;Цена после скидки;Цена до скидки;Рейтинг;Оценки;Артикул;Ссылка
Barbell Atlet;Гантель разборная MB Barbell 24кг;7505,0;15800,0;4,8;29;26060814;https://www.wildberries.ru/catalog/26060814/detail.aspx?targetUrl=SP
Sporteus;Гантели разборные 15 кг- 2 шт по 7,5 кг+ штанга;1610,0;3607,0;4,8;2342;212563801;https://www.wildberries.ru/catalog/212563801/detail.aspx?targetUrl=SP
Barbell Atlet;Гантель разборная 9 кг;4294,0;4520,0;4,8;971;15378913;https://www.wildberries.ru/catalog/15378913/detail.aspx?targetUrl=SP
Престиж FIT;Гантель гимнастическая;260,0;400,0;4,8;390;17368766;https://www.wildberries.ru/catalog/17368766/detail.aspx?targetUrl=SP
Gravity;Гантели разборные, 15 кг, два грифа;4047,0;14693,0;4,8;430;33948245;https://www.wildberries.ru/catalog/33948245/detail.aspx?targetUrl=SP
Совтехстром;Гантели детские пластмассовые полные 0,45 кг 2 штуки;388,0;435,0;4,8;525;188413402;https://www.wildberries.ru/catalog/188413402/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантели для фитнеса виниловые;239,0;570,0;4,8;131;105291240;https://www.wildberries.ru/catalog/105291240/detail.aspx?targetUrl=SP
Atemi;Гантели виниловые для фитнеса и аэробики 2 шт по 1 кг;599,0;1343,0;4,8;778;78308640;https://www.wildberries.ru/catalog/78308640/detail.aspx?targetUrl=SP
STRONG BODY;Подставка под гантели для фитнеса на 3 пары;620,0;1465,0;4,8;414;154490254;https://www.wildberries.ru/catalog/154490254/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 20 кг разборные сборные 2 шт по 10 кг;2156,0;2800,0;4,8;2909;273877581;https://www.wildberries.ru/catalog/273877581/detail.aspx?targetUrl=SP
U-turn;Регулируемая гантель 40 кг;17204,0;31919,0;4,8;58;286308792;https://www.wildberries.ru/catalog/286308792/detail.aspx?targetUrl=SP
OneFit;Гантели разборные 15 кг- 2 шт по 7,5 кг+ штанга;1650,0;3063,0;4,8;2342;151122281;https://www.wildberries.ru/catalog/151122281/detail.aspx?targetUrl=SP
Atletika24;Гантели неопреновые для фитнеса набор 2 шт по 4 кг;4044,0;6550,0;4,8;651;119211557;https://www.wildberries.ru/catalog/119211557/detail.aspx?targetUrl=SP
спорт164;гантель стальная разборная 9 кг;2607,0;5490,0;4,8;1264;226694575;https://www.wildberries.ru/catalog/226694575/detail.aspx?targetUrl=SP
MAXISCOO FIT;Гантели неопреновые, 3 кг, 2 шт;2063,0;2172,0;4,8;67;224941711;https://www.wildberries.ru/catalog/224941711/detail.aspx?targetUrl=SP
U-turn;Регулируемая гантель 40 кг;18359,0;34063,0;4,8;58;286308790;https://www.wildberries.ru/catalog/286308790/detail.aspx?targetUrl=SP
PROFI-FIT;Гантель гексагональная 15 кг;6307,0;24822,0;4,8;62;103412625;https://www.wildberries.ru/catalog/103412625/detail.aspx?targetUrl=SP
Абсолют Спорт;Стойка для хранения гантелей на 6 пар;5405,0;12370,0;4,8;23;146507727;https://www.wildberries.ru/catalog/146507727/detail.aspx?targetUrl=SP
Espado;Гантель неопреновая 0,5 кг для фитнеса;308,0;390,0;4,8;718;36694983;https://www.wildberries.ru/catalog/36694983/detail.aspx?targetUrl=SP
Совтехстром;Гантели детские пластмассовые 2 штуки;346,0;372,0;4,8;142;230750898;https://www.wildberries.ru/catalog/230750898/detail.aspx?targetUrl=SP
ECOSPORT;Гантели разборные набор 30 кг;4185,0;36713,0;4,8;3694;141937298;https://www.wildberries.ru/catalog/141937298/detail.aspx?targetUrl=SP
Hurricane;Гантели для спорта и фитнеса виниловые 1,5 кг 2 штуки;1001,0;2600,0;4,8;84;274343074;https://www.wildberries.ru/catalog/274343074/detail.aspx?targetUrl=SP
FITMAN;Гантели разборные 20 кг (2 х 10 кг), набор;3064,0;4609,0;4,8;165;227856229;https://www.wildberries.ru/catalog/227856229/detail.aspx?targetUrl=SP
Gravity;Гантель обрезиненная;5001,0;13163,0;4,8;14;119485873;https://www.wildberries.ru/catalog/119485873/detail.aspx?targetUrl=SP
Атлет;Гантель разборная 12кг 1 шт спортивный инвентарь;4925,0;8500,0;4,8;15;201037493;https://www.wildberries.ru/catalog/201037493/detail.aspx?targetUrl=SP
ZTOA;Гантели разборные с грифом набор 15 кг;1780,0;8924,0;4,8;7234;49906537;https://www.wildberries.ru/catalog/49906537/detail.aspx?targetUrl=SP
rooSport;Гантели виниловые 0,5 кг 2 шт для фитнеса и спорта;494,0;867,0;4,8;606;162566712;https://www.wildberries.ru/catalog/162566712/detail.aspx?targetUrl=SP
Summus;Гантели разборные 20 кг со штангой для спорта и фитнеса;2135,0;4546,0;4,8;3298;59443468;https://www.wildberries.ru/catalog/59443468/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные со штангой 25 кг;2858,0;18804,0;4,8;10507;172789383;https://www.wildberries.ru/catalog/172789383/detail.aspx?targetUrl=SP
ProRun;Набор гантелей виниловых разборных 15 кг для фитнеса;1486,0;4290,0;4,8;2434;125811757;https://www.wildberries.ru/catalog/125811757/detail.aspx?targetUrl=SP
FitShift;Набор гантелей 2 шт по 1,5 кг;509,0;1050,0;4,8;7189;91201771;https://www.wildberries.ru/catalog/91201771/detail.aspx?targetUrl=SP
Espado;Гантель неопреновая 2 кг для фитнеса;790,0;1510,0;4,8;251;66825726;https://www.wildberries.ru/catalog/66825726/detail.aspx?targetUrl=SP
Start Up;Гантели для спорта и фитнеса виниловые 1 кг 2 шт;940,0;1737,0;4,8;313;192652583;https://www.wildberries.ru/catalog/192652583/detail.aspx?targetUrl=SP
RED Skill;Гантель гексагональная резиновая, 5 кг;3091,0;9570,0;4,8;11;10326246;https://www.wildberries.ru/catalog/10326246/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантели;1609,0;3542,0;4,8;8;175685621;https://www.wildberries.ru/catalog/175685621/detail.aspx?targetUrl=SP
Gravity;Виниловые гантели круглые 5 кг, пара;1418,0;3555,0;4,8;337;150782592;https://www.wildberries.ru/catalog/150782592/detail.aspx?targetUrl=SP
Body Form;Гантель неопреновая 1.5кг. (1 шт.);598,0;1400,0;4,8;15;12683698;https://www.wildberries.ru/catalog/12683698/detail.aspx?targetUrl=SP
Atemi;Гантели виниловые для фитнеса и аэробики 1 шт 4 кг;943,0;1873,0;4,7;778;56238746;https://www.wildberries.ru/catalog/56238746/detail.aspx?targetUrl=SP
FitnessLive;Штанга спортивная разборная гантели разборные 30 кг спорт;5092,0;44674,0;4,7;364;237821828;https://www.wildberries.ru/catalog/237821828/detail.aspx?targetUrl=SP
Starfit;Гантели разборные 12,5 кг 2 шт трансформер в штангу 25 кг;4638,0;9268,0;4,7;1532;238850437;https://www.wildberries.ru/catalog/238850437/detail.aspx?targetUrl=SP
Гантели В Деле;Гантели разборные 40 кг (2х20 кг) со штангой, гиря;5183,0;18700,0;4,7;4455;224350704;https://www.wildberries.ru/catalog/224350704/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные с грифом набор 20 кг 2шт по 10 кг;2980,0;5027,0;4,7;67;176946393;https://www.wildberries.ru/catalog/176946393/detail.aspx?targetUrl=SP
Ametist;Гантели разборные с соединительным грифом 20 кг;2550,0;5100,0;4,7;1114;151366946;https://www.wildberries.ru/catalog/151366946/detail.aspx?targetUrl=SP
SILAPRO;Гантель для спорта и фитнеса виниловая 1 кг;380,0;863,0;4,7;690;123858366;https://www.wildberries.ru/catalog/123858366/detail.aspx?targetUrl=SP
AbcAge;Гантели разборные с грифом набор 15 кг;1674,0;18125,0;4,7;7061;228689254;https://www.wildberries.ru/catalog/228689254/detail.aspx?targetUrl=SP
Блин-да-Гриф;Гантели разборные 40 кг (2х20 кг) штанга трансформер;7276,0;15750,0;4,7;8055;66887293;https://www.wildberries.ru/catalog/66887293/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные со штангой;5092,0;82673,0;4,7;10507;14907526;https://www.wildberries.ru/catalog/14907526/detail.aspx?targetUrl=SP
STEELBODY;Гантели разборные 33 кг набор спортивный инвентарь с штангой;3803,0;9100,0;4,7;3824;171871808;https://www.wildberries.ru/catalog/171871808/detail.aspx?targetUrl=SP
AbcAge;Гантели неразборные виниловые 1, 2, 3 кг со стойкой;1908,0;17700,0;4,7;1063;233115164;https://www.wildberries.ru/catalog/233115164/detail.aspx?targetUrl=SP
Starfit;Гантель неопреновая для спорта и фитнеса 3 кг 1 шт;1515,0;5179,0;4,7;805;100538085;https://www.wildberries.ru/catalog/100538085/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 20 кг набор спортивный инвентарь с штангой;2334,0;9100,0;4,7;14663;156258683;https://www.wildberries.ru/catalog/156258683/detail.aspx?targetUrl=SP
STEELBODY;Гантели разборные 24 кг набор спортивный инвентарь с штангой;3021,0;8720,0;4,7;14663;172134240;https://www.wildberries.ru/catalog/172134240/detail.aspx?targetUrl=SP
Espado;Гантель неопреновая 2 кг для фитнеса;616,0;1510,0;4,7;251;66876721;https://www.wildberries.ru/catalog/66876721/detail.aspx?targetUrl=SP
Kulak;Гантели разборные со штангой для спорта 30 кг;3323,0;71934,0;4,7;2903;146413807;https://www.wildberries.ru/catalog/146413807/detail.aspx?targetUrl=SP
Classmark;Гантели разборные 40 кг с грифом для штанги;2717,0;10379,0;4,7;533;246652137;https://www.wildberries.ru/catalog/246652137/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 25 кг спортивный набор с штангой тренажер;3076,0;8500,0;4,7;14663;322924176;https://www.wildberries.ru/catalog/322924176/detail.aspx?targetUrl=SP
FitShift;Набор гантелей 2 шт по 5 кг;1021,0;1950,0;4,7;7189;238592184;https://www.wildberries.ru/catalog/238592184/detail.aspx?targetUrl=SP
Starfit;Гантель гексагональная обрезиненная 1 кг 1шт не разборная;612,0;1990,0;4,7;278;53397082;https://www.wildberries.ru/catalog/53397082/detail.aspx?targetUrl=SP
Mr. FOX;Гантели для фитнеса 0,5 кг (2 шт) для детей и взрослых;414,0;890,0;4,7;459;49460511;https://www.wildberries.ru/catalog/49460511/detail.aspx?targetUrl=SP
PROFI-FIT;Гантели гексагональные 2 шт по 3 кг;3240,0;11691,0;4,7;231;132275205;https://www.wildberries.ru/catalog/132275205/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 30 кг набор спортивный инвентарь с штангой;3570,0;8740,0;4,7;1956;183314789;https://www.wildberries.ru/catalog/183314789/detail.aspx?targetUrl=SP
OneFit;Гантели разборные 21,6 кг- 2 шт. по 10,8 кг;2035,0;4006,0;4,7;2342;158362436;https://www.wildberries.ru/catalog/158362436/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 33 кг набор спортивный инвентарь с штангой;4531,0;9000,0;4,7;3824;156258686;https://www.wildberries.ru/catalog/156258686/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 7 кг 1 шт;2365,0;2490,0;4,7;243;219373412;https://www.wildberries.ru/catalog/219373412/detail.aspx?targetUrl=SP
URM;Гантели разборные 30 кг (2х15 кг) со штангой, трансформер;4256,0;6400,0;4,7;5707;16399197;https://www.wildberries.ru/catalog/16399197/detail.aspx?targetUrl=SP
STEELBODY;Гантели разборные 30 кг набор спортивный инвентарь с штангой;4282,0;9200,0;4,7;680;172036057;https://www.wildberries.ru/catalog/172036057/detail.aspx?targetUrl=SP
SILAPRO;Гантель для спорта и фитнеса виниловая 1.5 кг;494,0;1311,0;4,7;690;102756987;https://www.wildberries.ru/catalog/102756987/detail.aspx?targetUrl=SP
Блин-да-Гриф;Гантели разборные 20 кг 1 шт спортивный инвентарь мужской;2403,0;8670,0;4,7;8055;82498589;https://www.wildberries.ru/catalog/82498589/detail.aspx?targetUrl=SP
РЫЖИЙ;Гантель для спорта и фитнеса;518,0;1374,0;4,7;3;219003274;https://www.wildberries.ru/catalog/219003274/detail.aspx?targetUrl=SP
Kulak;Гантели разборные со штангой для спорта 40 кг;5160,0;134049,0;4,7;2903;146413810;https://www.wildberries.ru/catalog/146413810/detail.aspx?targetUrl=SP
Fit flex;Гантели разборные 40 кг набор спортивный инвентарь с штангой;4683,0;8650,0;4,7;1956;188351677;https://www.wildberries.ru/catalog/188351677/detail.aspx?targetUrl=SP
ABICA;Гантели разборные с грифом набор 40 кг;5481,0;5770,0;4,7;11506;170820702;https://www.wildberries.ru/catalog/170820702/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 24 кг набор спортивный инвентарь с штангой;2886,0;8680,0;4,7;3824;156258684;https://www.wildberries.ru/catalog/156258684/detail.aspx?targetUrl=SP
Престиж FIT;Гантели 1 кг набор;370,0;730,0;4,7;1032;17424948;https://www.wildberries.ru/catalog/17424948/detail.aspx?targetUrl=SP
Атлант;Гантель металлическая разборная 12 кг;3905,0;5830,0;4,7;107;14055734;https://www.wildberries.ru/catalog/14055734/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 20 кг 1 шт спортивный инвентарь мужской;2842,0;8550,0;4,7;14663;158454170;https://www.wildberries.ru/catalog/158454170/detail.aspx?targetUrl=SP
Mr. FOX;Гантели для фитнеса 0,25 кг (2 шт) для детей и взрослых;452,0;1490,0;4,7;459;197057519;https://www.wildberries.ru/catalog/197057519/detail.aspx?targetUrl=SP
Hurricane;Гантель для спорта и фитнеса гексагональная 4 кг 1 штука;1540,0;4000,0;4,7;192;213705060;https://www.wildberries.ru/catalog/213705060/detail.aspx?targetUrl=SP
